content,score
"Game is terrible to play while commuting. The moment your mobile data just disconnects once, all your progress for a domain or quest is lost and you are brought back to square one. What's the point of having a story-driven game that can't even be played offline? Edit: Ping for Singapore is also becoming extremely poor. How can a game that is mostly single player and apparently reliant on internet be so negligent on ping? Do something about it!",2
"i just started playing genshin impact for few weeks, it's really a fun game and I really love to explore new things and the store quests are really fun but now I am ar 28 and yesterday I was completing a story quests but by mistake I accepted a Co up request middle of it and than I was unable to complete the quest ,it mark on map that I have to go the floating island (which I was completed)but on task bar it says pick a piece of ""paper snow""😥what should I do now ? please solve that problem.",4
"as a F2P player, It took me weeks to collect 100 wishes, then I spent them all in order to get my favorite character, but i did not get her (I get other useless/weak characters many times) 😔 I was disappointed 😔 and I wish I had invested my valuable time in real life (reading books or jogging...) . I completely deleted this game from all my devices (it was free (yes!) but a huge burden on them)",1
Love this game for 4 years and I've been grinding as usual. but with this new update UCG or something gave so many issues to the others like me as an Android user. the compile shader keep crashing in 100% forcing the app to close. I even reinstalled it and it's the same thing. I hope mihoyo fix it. my phone is techno Camon 30 5G this is my favorite game never hated this before and I will if this doesn't fix hays,1
"It is the best game ever! And my favorite game but i feel betrayed after the new update. My device can no longer support all because of the useless new addition, Miliastra Wonderland. It is frustrating not being able to play anymore just because I can't afford a new device. Do something about this issue Hoyo.",1
"WE DEMAND TO FIX THIS PROBLEM QUICKLY HOYO! I can't even play genshin anymore and I felt like I am forced to quit playing this game, a lot of people has recently experienced this issue also. The game QUIT ITSELF every time ""Compiling shaders"" is almost done, even though my device is running smoothly and no storage and no problems at all with my phone. I even tried everthing CLEARING CACHE, RESTARTING MY PHONE AND EVEN RE-INSTALLING GENSHIN yet it keeps closing as my device cannot play. FIX IT😡",1
"I once gave this game a very high rating, but coming back in this game made change my mind. I stopped playing this game for around 3-4 weeks after the anniversary came out because I became really busy and my birthday also came, but when I returned just now, I was left with nothing except for story, stellar reunion and the cosmetic event which left me dissapointed, I was really looking forward in coming back but I was left with nothing to play with, not even the birthday rewards.",2
this game is so fun and love everything except how unbelievably glitchy it is. cannot go for a minute after logging in before it glitches a God awful amount and boots me out. I thought it was bc of storage space but its not. it doesn't overheat or anything either. it was so fun at the start but now I can barely play.,4
Awesome game I have a small request to the team to fix the issue with the Summerbreeze resort mission..Apparently there is a glitch in the mission to find the doll which then gets the colour 'green'. So far unable to complete the mission even though all the dolls are found in the mission. Please fix this issue to complete further. Thanks,5
"The concept is okay, the story could have been so much better, Natlan felt rushed and loveless, the company behind the game only cares about money and the game is borderline unplayable if you don't spend money to get good characters. It feels outdated compared to other games on the market and nowadays I feel like I'm playing a beta version instead of an actual game. 2/1000. Would not recommend.",1
"Welp, need to change my review... After playing for Months... I can say that being playing alone seems normal (basically 80% players prefer playing alone) and I am immune of it somehow. I am currently in Fontaine Archon Quest and skipped to Nod krai Update, it's so PEAK I freaking love the cutscenes and story! Please give us more lore and cool cutscenes!!",5
"⚠️ WARNING ⚠️ Depending on your device, this game will use OVER 40-100GB of storage [150GB PlayStation, your COOKED] Genshin Impact offers a beautiful world and solid combat, but it struggles with depth and balance. The story is filler and has pacing issues. Co-op is limited — you can’t do story quests together, and most rewards favour the host. While its RPG systems and elemental mechanics are creative, the heavy reliance on grinding and gacha luck weakens the long-term experience.",3
"Luna II broke the mobile version of the game. The game says that it is ""now compiling shaders,"" and when the shaders get to 98% complete, the game shuts itself off. I have gotten to 98% complete 4 times now, since the servers went back up last night. I am getting frustrated with it, as this is currently my only way to play the game. Also, add a skip dialogue button to your game! the lack of QoL updates in a game as old as this one, is ridiculous! Skipping dialogue is standard in all games!",2
"Graphics is great, the characters are great, the lore is absolute gorgeous. Everything is good, although I can't see the how much DMG I'm making, what reaction I'm doing or the grass, Genshin Impact is still the best game I have ever played. I have tried a lot of games, HSR, The Legend of Neverland, Limbus Company, Stardew Valley, LADS, Roblox but nothing can compare to Genshin. Extra: I hate Miliastra Wonderland. I think it ruined the whole aesthetic of the game for some reason.",5
"Used to be a 5/5 for me but sadly I really dislike the direction that the game is going lately. FOMO play is strong here and while the game is definitely some top-notch quality, the back-to-back character dependency banners and powercreep are getting terrible, especially with the new end-game modes.",2
"Hoyo, after your recent patch some of us mobile players are facing a huge issue.After updating the game when we're done with compiling shaders after reaching 100% the game straight up crashes. i have tried everything restarting my device, clearing my ram everything. It just doesn't let me enter the game. my device is : Motorola G54 5G it's a decent device so don't put the blame on the device saying it doesn't support the game i have been playing this game for years now.",1
"I started playing at 4.2-4.3, it motivates me a lot that I can play a RPG combat game. However, as the game progress to 2025, the feedback the players are requesting for QoL Changes didn't even appear and some just random trash QoL. After 5.4, just about 5k Primos for only 50 fates? Let's not talk about the Wonderland, it's nothing but a complete pay wall. Another currency and stuff plus its also a waste of time to play the minigames.",1
"I'm so Disappointed in this new version, am I'm giving it 1 Star ⭐. Not only I cannot access the game anymore, but also the time I played, the efforts, the unfinished quest, and the financial that I invest in this game just got waste. It is not just mysel, but others who have been engaged with this game for a longer period are also affected 🙁.",1
"The game's become super F2P-unfriendly, with barely enough pulls each patch and heavy powercreep every new region. Graphics haven't improved since 1.0, there's still no 120 FPS for high-end PCs, and QoL updates are ignored. It's 6.1 and we still can't skip dialogue — just forced to hear a high-pitched voice instead of the lifeless MC. Newer characters full potential is locked behind constellations or a premium support made for them.",1
"The game is amazing, been playing since release, but the new update got me disappointed. The new game Miliastra Wonderland shouldn't be part of it, it should have been an option or a second game idk, but it's locked behind paid services and doesn't give rewards for the main game. A waste of storage",4
best game I've ever played the only problem though is that as a free to play and had just recently restarted because of some problems like getting stuck in a spacific part in the fontaine region and getting logged out it's very grindy especially if you dont intend spending money my best advice is to just play the game and if you want primogems ( the currency you trade in for to roll for characters) is to use the genshin interactive map that shows all of the things that will give you free primos,5
"I used to enjoy Genshin Impact for its graphics and open world, but the game has become extremely pay-to-win. Progression is heavily locked behind gacha pulls, and without spending real money, it feels impossible to keep up with new characters, weapons, or events. The grind is endless, and free-to-play players are constantly at a disadvantage. Instead of rewarding skill and effort, it pressures you to spend. Very disappointing for what could have been a great game.",1
"2025 Edition: Paimon singlehandedly still ruins every serious attempt at a good story. The main quests are extremely bloated and written for 5 year-olds. The new Roblox inspired mode is atrocious, nonsensical, poorly implemented, greedy. I would have never played it regardless, because the few decent things this has are not the mini games. Objectively this is the worst game I've ever been into.",1
Due the new update I can't even start the game anymore. due to it crashing in the compilling shaders. To be honest I'm so disappointed in genshin impact. most players lack a good device like me. Soo I know I'm not the only one experiencing this. Truly disappointing it saddens me as long time player that is dedicated to this game. I think I will be quitting since I don't have choice.,1
"Horribly overpriced gotcha game. If you expect to pull the character that you want, expect to spend anywhere from $100-$500 USD. I have not once gotten a character for under $100, and Sometimes I can spend $250+ and still not get one. You need to draw a character a total of 6 times for it to be maxed, so.. do the math.. You can play for free, but your game play will be DRAMATICALLY slowed. Storyline dialogs can be 30+ minutes, with zero gameplay. The creators of this game hate you, in many ways",1
"I've been playing since day 1 and I have to say that this is my favorite game. I go through periods where I play more religiously than others, but I enjoy the content and the characters that I meet throughout the world of Teyvat. I will have to say that the game rewards players who spend money on the characters as the meta keeps changing to benefit whichever is the latest and greatest 5 star. It makes some of the end game content like Stygian Onslaught impossible that I don't even want to clear",5
"Issue with Shaders in my mobile device. to keep it short, I'm at AR58, almost 59 is mainly play on my phone. the shaders always crash once they reach 100% and I've been trying to fix it since this morning. I tried deleting Cache, I'm not sure if I need to delete cookies if that's even possible. I've been told it's because the quality it too high. id like to fix that but unfortunately I can't because I have no access to the settings for quality on my Motorola",2
"In my opinion, genshin Impact is one of the best games I've ever heard of, let alone played. The graphics are so beautiful, the characters mostly have good lore and their designs are so well made and representative. Unlike other gacha games, the combat and character skills really arent that hard to understand. Every quest is so fun and engaging i just finish it all in one sitting.",5
"I have been playing genshin for a little over two years now. It is a really really fun game. My favourite part of the game is the storyline and plot, like more then the characters and stuff, I enjoy the archon quests a lot. the only down side, is it's a little time consuming but overall, if you have good time management and some extra free time, it's worth giving a shot🫶🏻",5
"One star for me. Devs are so stingy at adding mobility to explore the world. Mavuika is useless unless it's her region. Climbing function is still trash. They are also money hungry, it is my first time encountering a game you need to pay a lot to level up to 100. The game has full of useless dialogues in quests other than archon quests. Still stubborn to add a skip button.",1
"It doesn't respect the time the players spent on this game. You'd give us solutions yet there's always a condition to it. Like the Artifact Transmuter which lasts for six weeks. You're unable to make a new artifact so you're stuck, waiting. The Militia Wonderland also came as a disappointment. There were no primogems so I see no reason to grind in that game.",1
"I've been playing Genshin since 2020 and tbh it's getting boring. The only thing that keeps me playing is I want to unlock all the maps but there too many underground maps and the background stories are poorly written, same goes with some quest, same storyline, same ending. However, the AQ is getting interesting but I hate it when there is an unnecessary scenes in the AQ and it drags the story too much.",3
Since update having same issue as other players where shaders load until 98% and then crash. To be honest I don't understand why the new game mechanics would be used anyways so upset that this silly tool I'd never use is possibly the reason for the games bug. Absolutely adore the game and have spent more than a year worth of hours playing. Spend every night playing especially with trying to get the new wish event with commissions which is obviously impossible now.,3
"For me, Genshin Impact is one of the most beautiful and enjoyable games I have ever played. The graphics are stunning, and the world feels like an anime that has come to life. Every area in the game is detailed and relaxing to explore, and sometimes I just wander around the mountains or oceans to enjoy the scenery and peaceful music. The combat system is also fun and exciting because each character has their own unique element and skills, allowing players to create different combination.",5
"Since when is this app 64+gigabytes?! My favorite game and I can't even play it anymore! Won't fit on my phone because it takes too much space and I'm not playing the stupid cloud version of the game, can't play more than ten minutes because I can't afford the cloud pass! I'm so aggravated by this!!!! Doesn't even deserve one star at this point!! I think this version was made bigger to force people to pay for the cloud pass on the stupid cloud version just to be able to play!!!!!",1
"I started in Version 3.6. now its version 6.1. In those 3 years, i have not logged in for only 40days. Thats how good the game and vast the content is. momthly map expansions, characters, lore, story etc. And biweekly events, coop events, daily resource systems. And they are also implementing ton of QoL changes that makes the experience 10 times better than when i started. This is one of the best Games of all time.",5
"I can't really play it as much nowadays, but it's still a fun lore game if you don't pay attention to the character designs and rewards; They never disappoint with the music though, and I'm happy about that. I think the new mannequin event thingy is kinda a waste of my GB since most of the actual cool skins have to be payed to get, but nevertheless it's still a good game ദ്ദി˶•̀֊•́)✧",4
"1.0: This game is so relaxing (most of the time) which I like. I also like the idea of wandering in the game and the stories and gameplay. In addition, it is f2p friendly game unlike any other games like Dragon Raja that is p2w game. Thank you for this game. 6.1: I hate Miliastra. Please remove it from Genshin. It added some space. It should be separated from the game!",3
I've been playing this game since 2022 and I have a lot of fun until now. The origin story get change and it's just not fun anymore like it used to be. The characters design way too fan service and I really miss playing genshin but I don't get the vibe anymore. Fan service ruin it and now the story just not really interesting more like random.,1
I don't like new update after I finished compiling shader it's just suddenly crash and it happened to me 3 times I wait for hours but still nothing happened still crashing I was really disappointed. I still have 30+gb available in my storage and my phone can handle highest graphics too but idk what it is like that... damn it wait for 5 hours and still it still crash what's going on I love this game but it making me want to quit...,1
"This game is absolutely amazing, it has great visuals, the music is fantastic and starting from sumeru the storytelling is amazing too, this game does have a few flaws (not much resin, the new lvl 100 thing, and the lack of diverse skin colours) but I would still 100% recommend. Also there is a large portion of the fandom that are just haters and quite toxic so I would recommend staying away from those groups.",5
"3 days i couldn't log in to the game after the recent patch of Luna II, always crashed at compiling shaders. my welkin and dailies then just gone in past 3 days and seemingly no other further information or clarification gonna be told to players about this trouble. and also, telling us players to change our devices instead isn't a very solving statement. i hope any immediate fixes or an announcement about this matter.",1
"literally just bought a NEW phone 3 months ago just for this game. Specs even exceeded the required amount but after the update (Luna II), I can't play it due to compiling shaders crashing at 98-99%, and problems that I didnt know of?? I can't even play it anymore. I love this game, and now just wasted 3 months worth of Welkin Pass, down the drain just like that.",1
"This game is best for those who are anime lovers. It's different than most of the other games. Once you played, time will seem run faster. The game keeps the players entertain through everything. What I like the most about this game is... We can switch to any class while playing, the animations are awesome and the devs did good by adding characters voices. We don't have to read, just listen while animation is playing. And I have a request to the devs. Collab with animes and add anime heroes.",5
"This is the rating that I am willing to give when the Luna II update comes out. I cannot log into the game because the app keeps crashing at the compiling shaders screen. The process itself took a long time and when it reached a certain percentage, the game force closed itself. This incident has caused me one day's worth of daily commission rewards, and not to mention the Welkin Moon Blessing that was forfeited due to my inability to get into the game.",1
"I love this game, I've been playing for around three years at this point. and while I think the game is beautiful, and I love the designs for characters. and the new game mode is pretty cool, I just wished they used all that hype and energy into addressing the actual features genshin players want instead of adding a new game mode. great game otherwise. (don't spend money, it's not worth it.)",4
"The game is good alright, and I started playing like 3 or 4 years ago. I just got back from a long hiatus, with a NEW phone and I barely even started Fontaine and now I can't play anymore? Because what? PowerVR GPU phones are not supported any longer? How about making a separate app for the Miliastra Wonderland because not everyone wants that! It's so unfair! Goodbye then.",1
The game is so fun because you can build and explore which is what I want but the thing that irritates me is that the game just randomly updates and the update takes 2 hours to finish... and when I got into the game after updating it lags so bad.. I hope you can help fixing this✌💔,4
"Money greedy company. The new update is just trash and wasting phone storage. Hard to get 5star characters and now the older characters aren't even meta for returning players. Stingy with rewards and exploration. Pay to win so much, it's hard to survive in this game with just being f2p unless you're very active to play this game to get those limited characters. Not worth any money, the gamble system is just so unworthy especially in weapons banner.",1
"Back in the early patches, I would highly recommend this to other gamers. But today, I will never recommend this game. That's because thE DEVS ONLY listen to CHINESE FANS and HIGH END CLIENTS. they will never listen to people like us who are just playing for free. Artifact loadouts is a scam, stingy rewards, recycling of character skills, a new game inside a game, just a few Upgrades they say, pretty pointless to me. If only the devs could read this, so disappointed",1
why u ****. it's such a nice game. You are already forcing us to buy character and then make us miserable to OP the character and then you made us useless with launching a new character. It is named as free to play. but you are forcing us to spend I understand nature. I am not complaining about that. but what the hell with the story it's too long and boring and you have removed the skip button. why? we want at least the skip button. it is just a piece of code. enable it otherwise u will be lost,1
"This is for some mobile players about the compiling shaders issue, We have contacted customer services a LOT of times due to this bug, and we just found out that it doesn't support any phone that has the mediatek 7020 chip. And what's worse is Atleast HALF of the android phones have this type of chip embedded in them. Once we learned this we told the customer service if there's any way to fix this but no, they insisted to buy a new phone without this type of chip. We just wanna play yo game💔💔",1
"I love playing geshin impact, I enjoy playing this game but when 6.1 update came I got disappointed and I decided to quit playing this game, I never imagine deleting this app. Maybe some day I reinstall this game again when they fix the issues, but people say that this issue well never be fix anymore. Goodbye genshin impact, it's been a long trip until next time🫡",1
"miliastara wonderland is really bad and unnecessary it should have been it's own game instead, and the dialogue in the story is just unnecessary long and could have been a lot shorter, in the least give us a skip button if you don't give us that make the story quest short like it used to be 40 minutes or an hour as the longest.",1
"I'm writing this review out of sheer frustration with the current state of Genshin Impact on Android. While the game itself is fantastic, and I love the world of Teyvat, the technical issues I'm experiencing make it almost unplayable. The biggest problem is the constant shader compilation. It takes an incredibly long time to load, often getting stuck for what feels like an eternity. And to make matters worse, after waiting patiently, the app frequently crashes and closes automatically. This cycl",1
Everything in this game build up for gambling nothing else it's just gambling and more gambling... add to that if you want to finish end game content you always need the new characters because they keep adding new passive and and do more dmg than old one at this point you have few options left which is delete the game or pull new characters or just wait for next patch to get story quest that no one interested to play it,1
"very difficult to get to places without vehicles, it would be nice if you added that we could call a ride or we can buy or rent one at a store, or even tame animals with food or etc, and also to add that we have a house because I think it would make the game make more sense that way instead of exploring with always 100% energy and don't need sleep, same for the knights, they need bedrooms, bathrooms and sitting rooms, like the main traveler, and customization of the house would be great too!",3
"Game kept on crashing multiple times whilst trying to compile resources while on 97.77 percent compiled progress, through further searches it seems that thr issue lies with mediatek processors, although mine was a mediatek dimensity 7020 processor the issue still persists from the update day untill today, please do something about this as said processor should be above the optimal processor needed to run the game thank you.",1
"I didn't start out loving this game when I tried it back in 2020, however, some years after, I gave it a proper chance and oh my do I enjoy it a lot now! I'm familiar with gacha games so that's not a bother for me, but I do love fighting elements and how big and beautiful the world is!! I'm still clueless about stuff but I love it nonetheless! And long as nothing is rushed and you accept taking weeks or months to get anywhere in the story, then give it a try c':",5
"I've been playing this game since day one. I recently bought a OnePlus tablet. The game runs fine but the problem is the button mapping. The buttons are too big, making it difficult for fingers to reach comfortably. I hope this problem will be resolved in the upcoming updates. 🤩🤩🤩🤩🤩🤩",4
"The game always gets stuck at “Compiling Shaders 97%.” I already downloaded and reinstalled the game many times, but it still stops at 97%. Please fix this problem soon. I really like the game and want to play again. It was working perfectly before the update, but now it doesn’t start at all.",4
"I've been playing since this game first launched, loved and still love this game, it's easy to understand, has beautiful characters (especially the women😋) my bad I'm lesbian, my lesbianism is kicking in, but okay that's off point, the game is satisfying and you can find a lot of new friends, maybe even a lover🤷‍♀️. The game's wishing for characters system is fine, sometimes it does get annoying when you don't get a character you wanted tho..😓💔 the game story is epic, graphics are alright🫶",5
"I am only rating this 1 star now because I'm having trouble logging in, whenever I tap to start it stays on a white screen for a few moments and then says connection timed out😭😭 pls tell me what's wrong I already restarted everything i could but it always says the same thing ,saying ""you have disconnected"" but my wifi is fine, i searched and saw some players having trouble because of their device processors including 1 of my friends but I think mine is supported. please fix this hoyo🥹🙏",1
"Please remove or at least give players options to uninstall the miliastra mode, because we barely play this mode and it's just adding more in the storage and also many players complaining can't get into the game ever since this update. I hope the teams oversee this matter in the future and stop saying I should send u guys an email whatever.",2
"I'm extremely disappointed in the new update, and so were many people. I was overly excited when I saw you could create your own character, only to find out that if you want the pretty cosmetics, you need to spend real money. This is beyond greedy, but what can we expect from Hoyoverse? I will NOT be trying the new content since this is useless. Why not make a different currency like for the teapot? Shameful.",1
"The new miliastra wonderland game mode is horrible. Yes, it has some good features like the UGC, but the fact that you need to pay just to have even a chance of getting cool, limited clothes is a terrible idea and not free to play friendly in the slightest.",1
I really don't get the reason even though this is almost a widespread issue in the asia server. But we can't log in whenever we use a Smart Telecommunication or PLDT as a Internet Provider despite having a great internet connection and I don't know why? but when we choose another internet provider it suddenly become alright? it seems kinda unfair. it's been few days with these issues mentioned yet you couldn't even fix this small silly problem you have and just ignore the people. Fix it!,1
"Since the work in updating the game has ended, I have been trying to play the game, but ""compiling shaders"" thing is keeping me up, I completed it 6 times! My entire day, I just tried to access the game, but no, guess my daily commissions streak is gonna break, forever",1
"Game itself is almost fun, but they absolutely refuse to add a skip button to quests. Which sounds fine until you realize this game is filled with uninteresting dialogue interactions that go on and on and on and on and on and on and on and on and on and on with absolutely no other option, and they lock ACTUAL game content behind them. Frankly, it ruins the game and makes it dreadfully boring and a chore.",2
"dude ive played this game since 2020, and i have never had any problem reinstalling it till now. Everytime i almost completed download for compiling shaders, it kicks me out and i have to restart again. I have not been able to play every since this update and you're either taking your sweet sweet time fixing it, or not doing anything at all. I've spent so many hours on this game after i completed my work. fix your game hoyo.",1
The new mini games mode is broken. Constant stuttering and lagging. Some games suggest you to use keyboard keys in the mobile phone vetsion. Also the controlling is much easier on PC than on mobile phone. And it affects the experience too of course. Instead of fixing the developers threaten to punish innocent players.,1
"been playing for years and loved it until the miliastra thing update.. it should be optional cuz not everyone wants to play that mode, it should've been a separate game instead..also, why would i downgrade my beloved genshin characters to a manekin that will only looks good if i pay a ridiculous amount of money. i don't even use the traveller to begin with..i'd rather spend money on the actual genshin impact characters..",1
"The power creep is beyond insanity and the end game content is not playable anymore except for the 0.01% mega whales. Update: The power creep has just been accelerating more and more and today I had enough. Locking the new elemental reactions to p2w is a clear indication that hoyoverse doesn't care at all. After 5 years of playing (and paying around $200/year), I've had enough. There is no chance I'll ever invest any time or money in any of Hoyo's games anymore. What a greedy corp...",1
"the game is amazing and I love playing with it, everything about it is entertaining and fun, the characters are beautiful with nice lores and backgrounds, the story quests are also great. the reason I gave this review a one star is because I haven't been able to play today due to the fact that the bug throws me out of the game immediately. I checked everything and found out the issue isn't from my own device, it's a bug that needs to be fixed by the developer of this game.",1
"I play Genshin Impact on my Moto 5G and Galaxy Tab 9+. My tablet always struggles with updates, but my phone “Navi” never fails—until now. After pre-installing the latest update, the game crashes every time during the “compiling shaders” phase at 99%. I’ve tried uninstalling, restarting, clearing storage, deleting apps—nothing works. This is the first time it’s ever happened, and it’s affecting players on all devices.",1
"Hoyoverse please fix the loading screen, Suddenly I can't get into the game after the update, I just can't get into it after tapping begin. I was close to getting to the recent chapters, suddenly this happened and I can't play, same with ZZZ.",2
"this game is really fun when it's come in exploration and the story, but my problem is the 50/50 lose thingy, I always lose and get standard character, why give standard character when it's have own banner, it's so frustrating and farming artifacts is really hard too, it's so annoying and stressing me out",3
"I've been playing this game for 2 years and I've had not many issues. The gameplay is great, the lore is amazing. The newer regions have been a little laggy, though, but not to the point where its unbearable",4
"it is easy to play this when covid era, bcs we are all at home, but when the working routine back to offline, it's hard to keep up with the story. long dialogue, no skip button. I wish I can enjoy the exploration part rather listening paimon or the npcs talking too long.",2
"Since the new update 6.1 patch, I'm unable to login... the app always crash when compiling shaders almost done... I try multiple times to enter the game but same issue happened... I try reinstall and pick basic resources but still can't enter the game... I heard many mobile player face same issues...how am I supposed to play if I'm unable to login the game? Please fix the issue ASAP or else lost many long time players atp",1
"I love the game, but there's one thing that's very disappointing. the natlan map. u can only use the natlan characters in natlan and the new characters doesn't suit the game. feels like a who new game. like it went from swords and bow to skateboards, guns, roller skates and motorcycles?!?! pls bring back the old thrill. thx.Also,the loading takes too long and the updates take even longer almost about 20 min.i have a limited screen time,so hoyo pls improve this",3
"Update on my review, I'm really impressed on how much this game has improved. I really like how the characters expression and emotions is portrayed/expressed in the latest update. There's definitely a huge improvement since the first few regions. I'm looking forward for more improvement, lore, and events in the future :D",5
"Honestly, adding Miliastra Wonderland is not a very good option,some may like but I am one of those who actually don't like it. It was such a waste of space. I hope there's an option not to add it on the game for instances that we do not play this part of the game. Like it was just added out of nowhere.",2
"It's amazing! The graphics, the quality, the storyline, the character designs!! It's amazing!!!! The plot is definitely long, but the lore goes crazy, it starts out slow but once your in the zone you cant stop!But it takes up a lot of storage.",5
"miliastra wonderland is a useless and unnecessary feature that takes up too much space on my phone, the option of uninstalling that game mode not being available is horrible too. it feels more cash grabby now, and if this keeps up it will leave me and many other players unable to keep playing this game.",2
somehow the other issues are fixed and some are still not and about the changing emails we still need verification to change it but some players have forgotten the passwords or they can't access they're old emails anymore and because of that they might have new emails that they want to use to change the connected email in their genshin but because of the verification it's giving them a hard time because the game sends code to the old email tht they can't access anymore so they can't change email,2
"love this game, the developers are getting more and more generous with the rewards and I like to see that, there is nothing I actively dislike about this game other then the lack of male characters but I'll still give it a 5 star since that doesn't really effect the overall gaming experience.",5
"Great Game! I just think it would be better if you remodel the old characters, or buff them at least. I have no problem with the characters themselves, but with every new character, they look more and more ugly, no offense.",5
"It soo adventurous and cool. combat, and you have to use some certain elements for either the place and certain antagonist. I love the characters designs (I can't seem to have a favorite it's too good). you also have to strategies on combat when fight certain antagonist. 10/10 would recommend with Adventurous lover",5
"force players to downloand new content. Miliastra Wonderland. good job. my poor phone can't bear it. Uninstall all game because I need space for Genshin, now you make players force to download new content. honestly I don't care about new content. Playing Genshin because I love the story and all characters, I don't like playing like Roblox type. please add option to delete it. really hate 6.1 updated.",1
Really glad to be able to play Genshin again. Although its on my phone now and not my laptop cause my phone is the only device with enough storage lol. Lost all my progress but not too bumped about it cause I wanted to start in the beginning again. Haven't played since 2021/2022.,5
"need to work on your install process. 100+ million download means it's a good game. but 10 minutes download, that takes 10 minutes to open and start downloading, which takes over an hour. followed by another hour of downloading after I set what country I'm in. better off opening this before you go to class. check on it in-between classes and hit next. I'm on day 3 of opening the game. man I miss the days of DVD disc 1,2,3 and being done in a single afternoon. PS I have a 1.5 gig download",3
"NEW UPDATE. DEATH BY DIALOGUE EVEN WORSE. I use to love this game. The story was immersive, and it was about the game play. Now, it's all overly long irrelevant side stories and fillers ( pot and card game) are a waste of the developers' time. Get back to what was good. Exploration, plot, and fighting. THE NEW UPDATE HAS YOU WALKING BETWEEN CHARACTERS TO LISTEN TO DUMB MONOLOGUES. 10 SECONDS OF PLAY FOR MINUTES OF EXCRUCIATINGLY BORING TALK.",2
"for now, I'll give it a 4. Overall, the lore is interesting and the character designs are good, but what makes me give it a 4 is: 1. The dialogue in the current version is long and convoluted. Please add a skip button for dialogue. The dialogue is long, unimportant, and unskippable. If it's bothering to add skip buttons for all quests, just add it at a short quest, world quest, etc. as long it didn't interupt the main lore",4
the worst game I have ever seen because the loading super slow and In loading it tells free up space after that I deleted my many apps and games and then I think that It will be load now and then it again tells free up your space it is not a problem in not problem in playstore downloading it is problem it download successfully but it is problem in game downloading many days have gone because of slow downloading I can t play it please fix this issue,1
"the new game mode 'Miliastra wonderland' is supper annoying if you care about phone storage. So I wanted to try out a map, from my PC. It told me I have to download resources. It downloaded 174 MB. that wasn't the problem. but when I leter try opening game on phone, it started downloading 174MB on my phone as well. like why? I didn't even wanted to play it on my phone. feels weird like if I want to play lot of game mode than it will stick to my account and auto download whenever I open game!!!",2
"Intresting Story,Good Char design and Heavily optimised, overall the game is top notch but the company is greedy, you can't keep up with game if not spending money on unlocking new char(or spend too much time on grinding special currency if new player) and can't spend resources recklessly otherwise you will miss out on good char that almost takes 5-8 months for rerun. these points are important if you want to clear endgame content,if not then the game is 5/5 and you can just enjoy the lore",4
"Really like new designs, both for characters as well as map design. Powercreep and shill in Nod-Krai though, those literally powercrept Natlan's powercreep and shill. Shameless stuff right there. You cannot play ANY endgame if you don't have the last two patches best characters (which only excludes Mualani, Kinich, Varesa and Chasca). Fontaine was the last time endgame, Abyss to be more specific, was enjoyable for all players (barring low AR/""noob"" players). The only challenge is to the wallet.",2
"The game is amazing, it has a lot of characters to love and cherish. I love their character designs. I surely hope they buff Eula and Diluc and maybe increase the primogems that can be earned in game. I really like their customer service they reply really quick and it is awesome! I LOVE HOYOVERSE!",5
"This is my favorite game. I started playing when it was just released, but i didn't make it to monstadt because of my storage. Then i came back in 2023 since my friends were playing it. Then, in 2024, I stopped playing from March(or april) to June. Since June was our school break and my friends were playing it, I decided to play it again. edit: im back after 7 months, played again for fun. It's better for me now, and still fun. but might quit again bc of storage",5
"Before this patch, Genshin Impact was perfectly fine and completely playable on my device. But after this 6.1 update, everything just fell apart. The game QUIT ITSELF every time “Compiling Shaders” is almost done, even though my device is running perfectly fine. I’ve tried everything — CLEARING CACHE, RESTARTING DEVICE, REINSTALLING — yet it keeps closing as if my device cannot play this game. It’s so frustrating and heartbreaking because I truly love this game and It's been years playing this.",1
"auto aim is poor, auto batte doesn't exist, frequent reconnection to server, leveling is boring, looks like single player (haven't seen other players yet!). difficulty level is quite high. running around takes too much time. finding monsters is also very time consuming. auto aim is poor, especially for the bow class. major clicking required for attacking. can't skip cinematics or dialogues (time consuming). white loading screen too bright, losing eyesight for playing?",1
"Genshin Impact was fully functional and playable on my device prior to this patch. However, everything basically came apart with this 6.1 Update, which made me very upset.""Compiling Shaders"" is nearly finished, despite the fact that my gadget is operating flawlessly. Everything I've tried, including clearing my cache, restarting my device, and reinstalling, has failed to keep my device from playing the game. My device runs d 7020. Pls fix it 😔",1
"This game is crazy! The map is huge and it keeps getting bigger with updates, creating more and more different places to explore. Strong and exciting stories, wonderfully designed characters, and of course, the excitement you get from capturing them. I don't know which one to tell you about. You should experience this game at least once. Thank you, hoyoverse, for making Genshin Impact!",5
"As of the most recent update, my phone cannot run the game despite being well above the recommended device specifications (Dimensity 7025 CPU, 8 GB RAM, Android 15). It always crashes while in the process of compiling shaders, and reinstalling did not fix the issue.",1
"it's the best Open world game I have played so far it's graphic, design, sound system, map, story. I love it all have been playing for past 6 months, and the reason for 4 star is, recently after Luna ll update I can't open the game, after downloading resources and compiling resources the game will exit automatically and when logging in back it's star over again, why am I facing such problems please fix this",4
